,Unnamed: 0,a,ab,b,c,pentamer,F,carbazole,N-Boc,N-H,halide
10,370.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)c(-c2ccc3oc(-c4c(-c5ccc6c(ccn6-c6cnccn6)c5)cccc4-n4c5ccccc5c5ccccc54)cc3c2)c(-n2c3ccccc3c3ccccc32)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc4oc(-c5c(F)cccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cc4c3)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3ccc4oc(-c5c(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cccc5-n5c6ccccc6c6ccccc65)cc4c3)ccc21,c1cc(-c2ccc3[nH]ccc3c2)c(-c2ccc3oc(-c4c(-c5ccc6[nH]ccc6c5)cccc4-n4c5ccccc5c5ccccc54)cc3c2)c(-n2c3ccccc3c3ccccc32)c1,Brc1nccnc1
11,371.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc(Br)o1,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)c(-c2ccc(-c3c(-c4ccc5c(ccn5-c5cnccn5)c4)cccc3-n3c4ccccc4c4ccccc43)o2)c(-n2c3ccccc3c3ccccc32)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc(-c4c(F)cccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)o3)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3ccc(-c4c(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cccc4-n4c5ccccc5c5ccccc54)o3)ccc21,c1cc(-c2ccc3[nH]ccc3c2)c(-c2ccc(-c3c(-c4ccc5[nH]ccc5c4)cccc3-n3c4ccccc4c4ccccc43)o2)c(-n2c3ccccc3c3ccccc32)c1,Brc1nccnc1
12,372.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3c(-c4ccc5c(ccn5-c5cnccn5)c4)cccc3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3c(-c4ccc5c(ccn5-c5cnccn5)c4)cccc3-n3c4ccccc4c4ccccc43)cc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5c(F)cccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)ccc3-4)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5c(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cccc5-n5c6ccccc6c6ccccc65)ccc3-4)ccc21,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3c(-c4ccc5[nH]ccc5c4)cccc3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3c(-c4ccc5[nH]ccc5c4)cccc3-n3c4ccccc4c4ccccc43)cc21,Brc1nccnc1
13,373.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Clc1cc(Cl)c(-c2c(-c3ccc4c(ccn4-c4cnccn4)c3)cccc2-n2c3ccccc3c3ccccc32)cc1-c1c(-c2ccc3c(ccn3-c3cnccn3)c2)cccc1-n1c2ccccc2c2ccccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3cc(-c4c(F)cccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c(Cl)cc3Cl)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3cc(-c4c(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cccc4-n4c5ccccc5c5ccccc54)c(Cl)cc3Cl)ccc21,Clc1cc(Cl)c(-c2c(-c3ccc4[nH]ccc4c3)cccc2-n2c3ccccc3c3ccccc32)cc1-c1c(-c2ccc3[nH]ccc3c2)cccc1-n1c2ccccc2c2ccccc21,Brc1nccnc1
14,374.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)c(-c2cnc3nc(-c4c(-c5ccc6c(ccn6-c6cnccn6)c5)cccc4-n4c5ccccc5c5ccccc54)ccc3c2)c(-n2c3ccccc3c3ccccc32)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3cnc4nc(-c5c(F)cccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)ccc4c3)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3cnc4nc(-c5c(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cccc5-n5c6ccccc6c6ccccc65)ccc4c3)ccc21,c1cc(-c2ccc3[nH]ccc3c2)c(-c2cnc3nc(-c4c(-c5ccc6[nH]ccc6c5)cccc4-n4c5ccccc5c5ccccc54)ccc3c2)c(-n2c3ccccc3c3ccccc32)c1,Brc1nccnc1
15,375.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)c(-c2cccc3cccc(-c4c(-c5ccc6c(ccn6-c6cnccn6)c5)cccc4-n4c5ccccc5c5ccccc54)c23)c(-n2c3ccccc3c3ccccc32)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3cccc4cccc(-c5c(F)cccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c34)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3cccc4cccc(-c5c(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cccc5-n5c6ccccc6c6ccccc65)c34)ccc21,c1cc(-c2ccc3[nH]ccc3c2)c(-c2cccc3cccc(-c4c(-c5ccc6[nH]ccc6c5)cccc4-n4c5ccccc5c5ccccc54)c23)c(-n2c3ccccc3c3ccccc32)c1,Brc1nccnc1
16,376.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4ccc5c(ccn5-c5cnccn5)c4)cccc3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3c(-c4ccc5c(ccn5-c5cnccn5)c4)cccc3-n3c4ccccc4c4ccccc43)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(F)cccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)ccc2-c2ccc(-c3c(F)cccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)cc21,c1ccc2c(c1)[nH]c1ccccc12,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cccc3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3c(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cccc3-n3c4ccccc4c4ccccc43)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4ccc5[nH]ccc5c4)cccc3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3c(-c4ccc5[nH]ccc5c4)cccc3-n3c4ccccc4c4ccccc43)cc21,Brc1nccnc1
17,377.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2c(-c3ccc4c(ccn4-c4cnccn4)c3)cccc2-n2c3ccccc3c3ccccc32)c2nsnc2c1-c1c(-c2ccc3c(ccn3-c3cnccn3)c2)cccc1-n1c2ccccc2c2ccccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3c(F)c(F)c(-c4c(F)cccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c4nsnc34)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3c(F)c(F)c(-c4c(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cccc4-n4c5ccccc5c5ccccc54)c4nsnc34)ccc21,Fc1c(F)c(-c2c(-c3ccc4[nH]ccc4c3)cccc2-n2c3ccccc3c3ccccc32)c2nsnc2c1-c1c(-c2ccc3[nH]ccc3c2)cccc1-n1c2ccccc2c2ccccc21,Brc1nccnc1
18,378.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2c(-c3ccc4c(ccn4-c4cnccn4)c3)cccc2-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2c(-c3ccc4c(ccn4-c4cnccn4)c3)cccc2-n2c3ccccc3c3ccccc32)cc1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc([Si](C)(C)c4ccc(-c5c(F)cccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cc4)cc3)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3ccc([Si](C)(C)c4ccc(-c5c(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cccc5-n5c6ccccc6c6ccccc65)cc4)cc3)ccc21,C[Si](C)(c1ccc(-c2c(-c3ccc4[nH]ccc4c3)cccc2-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2c(-c3ccc4[nH]ccc4c3)cccc2-n2c3ccccc3c3ccccc32)cc1,Brc1nccnc1
19,379.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3[B-]34OC(=O)C[N+]3(C)CC(=O)O4)ccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)c(-c2ccc3nc4ccc(-c5c(-c6ccc7c(ccn7-c7cnccn7)c6)cccc5-n5c6ccccc6c6ccccc65)cc4nc3c2)c(-n2c3ccccc3c3ccccc32)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc4nc5ccc(-c6c(F)cccc6-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5nc4c3)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3ccc4nc5ccc(-c6c(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)cccc6-n6c7ccccc7c7ccccc76)cc5nc4c3)ccc21,c1cc(-c2ccc3[nH]ccc3c2)c(-c2ccc3nc4ccc(-c5c(-c6ccc7[nH]ccc7c6)cccc5-n5c6ccccc6c6ccccc65)cc4nc3c2)c(-n2c3ccccc3c3ccccc32)c1,Brc1nccnc1
20,382.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)cc3)ccc21,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3ccc4c(ccn4-c4cnccn4)c3)cc2)c(-n2c3ccccc3c3ccccc32)cc1-c1ccc(-c2ccc3c(ccn3-c3cnccn3)c2)cc1,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(F)c(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)cc4F)cc3)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)c(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)cc4-n4c5ccccc5c5ccccc54)cc3)ccc21,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3ccc4[nH]ccc4c3)cc2)c(-n2c3ccccc3c3ccccc32)cc1-c1ccc(-c2ccc3[nH]ccc3c2)cc1,Brc1nccnc1
21,418.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-n1c2ccccc2c2ccccc21)c1ccccc1-c1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-n1c2ccccc2c2ccccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccccc4[Si](C)(C)c4ccccc4-c4cccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c4F)c3F)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccccc4[Si](C)(C)c4ccccc4-c4cccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c4-n4c5ccccc5c5ccccc54)c3-n3c4ccccc4c4ccccc43)ccc21,C[Si](C)(c1ccccc1-c1cccc(-c2ccc3[nH]ccc3c2)c1-n1c2ccccc2c2ccccc21)c1ccccc1-c1cccc(-c2ccc3[nH]ccc3c2)c1-n1c2ccccc2c2ccccc21,Brc1nccnc1
22,419.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)nc1,c1cc(-c2ccc(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3-n3c4ccccc4c4ccccc43)nc2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc3c(ccn3-c3cnccn3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5F)nc4)c3F)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5-n5c6ccccc6c6ccccc65)nc4)c3-n3c4ccccc4c4ccccc43)ccc21,c1cc(-c2ccc(-c3cccc(-c4ccc5[nH]ccc5c4)c3-n3c4ccccc4c4ccccc43)nc2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc3[nH]ccc3c2)c1,Brc1nccnc1
23,420.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)c(-n2c3ccccc3c3ccccc32)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3-n3c4ccccc4c4ccccc43)cc2-n2c3ccccc3c3ccccc32)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(F)c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5F)cc4F)c3F)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5-n5c6ccccc6c6ccccc65)cc4-n4c5ccccc5c5ccccc54)c3-n3c4ccccc4c4ccccc43)ccc21,c1cc(-c2ccc3[nH]ccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccc(-c4ccc5[nH]ccc5c4)c3-n3c4ccccc4c4ccccc43)cc2-n2c3ccccc3c3ccccc32)c1,Brc1nccnc1
24,421.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1cc(-c2cc(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3-n3c4ccccc4c4ccccc43)c3ccccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc3c(ccn3-c3cnccn3)c2)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5F)c5ccccc5c4)c3F)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5-n5c6ccccc6c6ccccc65)c5ccccc5c4)c3-n3c4ccccc4c4ccccc43)ccc21,c1cc(-c2ccc3[nH]ccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2cc(-c3cccc(-c4ccc5[nH]ccc5c4)c3-n3c4ccccc4c4ccccc43)c3ccccc3c2)c1,Brc1nccnc1
25,422.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2-n2c3ccccc3c3ccccc32)sc1-c1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-n1c2ccccc2c2ccccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(Cl)c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5F)s4)c3F)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cc(Cl)c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5-n5c6ccccc6c6ccccc65)s4)c3-n3c4ccccc4c4ccccc43)ccc21,Clc1cc(-c2cccc(-c3ccc4[nH]ccc4c3)c2-n2c3ccccc3c3ccccc32)sc1-c1cccc(-c2ccc3[nH]ccc3c2)c1-n1c2ccccc2c2ccccc21,Brc1nccnc1
26,423.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3-n3c4ccccc4c4ccccc43)c2nc1C,Cc1nc2c(-c3cccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c3F)c3nsnc3c(-c3cccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c3F)c2nc1C,c1ccc2c(c1)[nH]c1ccccc12,Cc1nc2c(-c3cccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3cccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c3-n3c4ccccc4c4ccccc43)c2nc1C,Cc1nc2c(-c3cccc(-c4ccc5[nH]ccc5c4)c3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3cccc(-c4ccc5[nH]ccc5c4)c3-n3c4ccccc4c4ccccc43)c2nc1C,Brc1nccnc1
27,424.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1ccc(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2-n2c3ccccc3c3ccccc32)c(Oc2ccccc2-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2-n2c3ccccc3c3ccccc32)c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccccc4Oc4ccccc4-c4cccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c4F)c3F)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccccc4Oc4ccccc4-c4cccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c4-n4c5ccccc5c5ccccc54)c3-n3c4ccccc4c4ccccc43)ccc21,c1ccc(-c2cccc(-c3ccc4[nH]ccc4c3)c2-n2c3ccccc3c3ccccc32)c(Oc2ccccc2-c2cccc(-c3ccc4[nH]ccc4c3)c2-n2c3ccccc3c3ccccc32)c1,Brc1nccnc1
28,425.0,CC(C)(C)OC(=O)n1ccc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc([B-]45OC(=O)C[N+]4(C)CC(=O)O5)c3F)ccc21,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3-n3c4ccccc4c4ccccc43)c3ccccc3c(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3-n3c4ccccc4c4ccccc43)c2c1,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4c5ccccc5c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5F)c5cc(C(C)(C)C)ccc45)c3F)ccc21,c1ccc2c(c1)[nH]c1ccccc12,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4c5ccccc5c(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5-n5c6ccccc6c6ccccc65)c5cc(C(C)(C)C)ccc45)c3-n3c4ccccc4c4ccccc43)ccc21,CC(C)(C)c1ccc2c(-c3cccc(-c4ccc5[nH]ccc5c4)c3-n3c4ccccc4c4ccccc43)c3ccccc3c(-c3cccc(-c4ccc5[nH]ccc5c4)c3-n3c4ccccc4c4ccccc43)c2c1,Brc1nccnc1
