Unnamed: 0,a,ab,b,c,pentamer
3943.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc(F)c4ccccc34)cc1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc(Br)o1,Fc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(F)c6ccccc56)cc4)o3)cc2)c2ccccc12
3944.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc(F)c4ccccc34)cc1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,Fc1ccc(-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc(-c6ccc(F)c7ccccc67)cc5)ccc3-4)cc2)c2ccccc12
3945.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc(F)c4ccccc34)cc1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Fc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(F)c6ccccc56)cc4)c(Cl)cc3Cl)cc2)c2ccccc12
3946.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc(F)c4ccccc34)cc1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,Fc1ccc(-c2ccc(-c3cnc4nc(-c5ccc(-c6ccc(F)c7ccccc67)cc5)ccc4c3)cc2)c2ccccc12
3947.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc(F)c4ccccc34)cc1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1cccc2cccc(Br)c12,Fc1ccc(-c2ccc(-c3cccc4cccc(-c5ccc(-c6ccc(F)c7ccccc67)cc5)c34)cc2)c2ccccc12
3948.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc(F)c4ccccc34)cc1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccc(F)c5ccccc45)cc3)ccc2-c2ccc(-c3ccc(-c4ccc(F)c5ccccc45)cc3)cc21
3949.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc(F)c4ccccc34)cc1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2ccc(-c3ccc(F)c4ccccc34)cc2)c2nsnc2c1-c1ccc(-c2ccc(F)c3ccccc23)cc1
3950.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc(F)c4ccccc34)cc1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2ccc(-c3ccc(F)c4ccccc34)cc2)cc1)c1ccc(-c2ccc(-c3ccc(F)c4ccccc34)cc2)cc1
3951.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc(F)c4ccccc34)cc1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,Fc1ccc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7ccc(F)c8ccccc78)cc6)cc5nc4c3)cc2)c2ccccc12
4009.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1c(F)cccc1-c1ccc(F)c2ccccc12)c1ccccc1-c1c(F)cccc1-c1ccc(F)c2ccccc12
4010.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc(Br)nc1,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1ccc(-c2c(F)cccc2-c2ccc(F)c3ccccc23)nc1
4012.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1cc(-c2c(F)cccc2-c2ccc(F)c3ccccc23)c2ccccc2c1
4013.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1cc(Cl)c(-c2c(F)cccc2-c2ccc(F)c3ccccc23)s1
4014.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3c(F)cccc3-c3ccc(F)c4ccccc34)c3nsnc3c(-c3c(F)cccc3-c3ccc(F)c4ccccc34)c2nc1C
4015.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1ccccc1Oc1ccccc1-c1c(F)cccc1-c1ccc(F)c2ccccc12
4016.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3c(F)cccc3-c3ccc(F)c4ccccc34)c3ccccc3c(-c3c(F)cccc3-c3ccc(F)c4ccccc34)c2c1
4017.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2c(F)cccc2-c2ccc(F)c3ccccc23)c(F)cc1-c1c(F)cccc1-c1ccc(F)c2ccccc12
4018.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1ccc2oc(-c3c(F)cccc3-c3ccc(F)c4ccccc34)cc2c1
4019.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc(Br)o1,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1ccc(-c2c(F)cccc2-c2ccc(F)c3ccccc23)o1
4020.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(-c3c(F)cccc3-c3ccc(F)c4ccccc34)ccc1-2
4021.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1cc(-c2c(F)cccc2-c2ccc(F)c3ccccc23)c(Cl)cc1Cl
4022.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1cnc2nc(-c3c(F)cccc3-c3ccc(F)c4ccccc34)ccc2c1
4023.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1cccc2cccc(-c3c(F)cccc3-c3ccc(F)c4ccccc34)c12
4024.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(F)cccc3-c3ccc(F)c4ccccc34)ccc2-c2ccc(-c3c(F)cccc3-c3ccc(F)c4ccccc34)cc21
4025.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1c(F)c(F)c(-c2c(F)cccc2-c2ccc(F)c3ccccc23)c2nsnc12
4026.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2c(F)cccc2-c2ccc(F)c3ccccc23)cc1)c1ccc(-c2c(F)cccc2-c2ccc(F)c3ccccc23)cc1
4027.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1ccc2nc3ccc(-c4c(F)cccc4-c4ccc(F)c5ccccc45)cc3nc2c1
4028.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1cccc(-c2ccc(F)c3ccccc23)c1F)c1ccccc1-c1cccc(-c2ccc(F)c3ccccc23)c1F
4029.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)nc1,Fc1c(-c2ccc(-c3cccc(-c4ccc(F)c5ccccc45)c3F)nc2)cccc1-c1ccc(F)c2ccccc12
4031.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,Fc1c(-c2cc(-c3cccc(-c4ccc(F)c5ccccc45)c3F)c3ccccc3c2)cccc1-c1ccc(F)c2ccccc12
4032.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Br)sc1Br,Fc1c(-c2cc(Cl)c(-c3cccc(-c4ccc(F)c5ccccc45)c3F)s2)cccc1-c1ccc(F)c2ccccc12
4033.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cccc(-c4ccc(F)c5ccccc45)c3F)c3nsnc3c(-c3cccc(-c4ccc(F)c5ccccc45)c3F)c2nc1C
4034.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,Fc1c(-c2ccccc2Oc2ccccc2-c2cccc(-c3ccc(F)c4ccccc34)c2F)cccc1-c1ccc(F)c2ccccc12
4035.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3cccc(-c4ccc(F)c5ccccc45)c3F)c3ccccc3c(-c3cccc(-c4ccc(F)c5ccccc45)c3F)c2c1
4036.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2cccc(-c3ccc(F)c4ccccc34)c2F)c(F)cc1-c1cccc(-c2ccc(F)c3ccccc23)c1F
4037.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,Fc1c(-c2ccc3oc(-c4cccc(-c5ccc(F)c6ccccc56)c4F)cc3c2)cccc1-c1ccc(F)c2ccccc12
4038.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)o1,Fc1c(-c2ccc(-c3cccc(-c4ccc(F)c5ccccc45)c3F)o2)cccc1-c1ccc(F)c2ccccc12
4039.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,Fc1c(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5ccc(F)c6ccccc56)c4F)ccc2-3)cccc1-c1ccc(F)c2ccccc12
4040.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Fc1c(-c2cc(-c3cccc(-c4ccc(F)c5ccccc45)c3F)c(Cl)cc2Cl)cccc1-c1ccc(F)c2ccccc12
4041.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,Fc1c(-c2cnc3nc(-c4cccc(-c5ccc(F)c6ccccc56)c4F)ccc3c2)cccc1-c1ccc(F)c2ccccc12
4042.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cccc2cccc(Br)c12,Fc1c(-c2ccc(F)c3ccccc23)cccc1-c1cccc2cccc(-c3cccc(-c4ccc(F)c5ccccc45)c3F)c12
4043.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccc(F)c5ccccc45)c3F)ccc2-c2ccc(-c3cccc(-c4ccc(F)c5ccccc45)c3F)cc21
4044.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(-c2ccc(F)c3ccccc23)cccc1-c1c(F)c(F)c(-c2cccc(-c3ccc(F)c4ccccc34)c2F)c2nsnc12
4045.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2cccc(-c3ccc(F)c4ccccc34)c2F)cc1)c1ccc(-c2cccc(-c3ccc(F)c4ccccc34)c2F)cc1
4046.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc(F)c4ccccc34)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,Fc1c(-c2ccc3nc4ccc(-c5cccc(-c6ccc(F)c7ccccc67)c5F)cc4nc3c2)cccc1-c1ccc(F)c2ccccc12
4047.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1ccccc1[Si](C)(C)c1ccccc1-c1c(-c2ccc(F)c3ccccc23)cnn1C
4048.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc(Br)nc1,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1ccc(-c2c(-c3ccc(F)c4ccccc34)cnn2C)nc1
4050.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cc(Br)c2ccccc2c1,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1cc(-c2c(-c3ccc(F)c4ccccc34)cnn2C)c2ccccc2c1
4051.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Clc1cc(Br)sc1Br,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1cc(Cl)c(-c2c(-c3ccc(F)c4ccccc34)cnn2C)s1
4052.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3c(-c4ccc(F)c5ccccc45)cnn3C)c3nsnc3c(-c3c(-c4ccc(F)c5ccccc45)cnn3C)c2nc1C
4053.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccccc1Oc1ccccc1Br,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1ccccc1Oc1ccccc1-c1c(-c2ccc(F)c3ccccc23)cnn1C
4054.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1c2ccccc2c(-c2c(-c3ccc(F)c4ccccc34)cnn2C)c2cc(C(C)(C)C)ccc12
4055.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Fc1cc(Br)c(F)cc1Br,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1cc(F)c(-c2c(-c3ccc(F)c4ccccc34)cnn2C)cc1F
4056.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2oc(Br)cc2c1,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1ccc2oc(-c3c(-c4ccc(F)c5ccccc45)cnn3C)cc2c1
4057.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc(Br)o1,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1ccc(-c2c(-c3ccc(F)c4ccccc34)cnn2C)o1
4058.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(-c3c(-c4ccc(F)c5ccccc45)cnn3C)ccc1-2
4059.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Clc1cc(Cl)c(Br)cc1Br,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1cc(-c2c(-c3ccc(F)c4ccccc34)cnn2C)c(Cl)cc1Cl
4060.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cnc2nc(Br)ccc2c1,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1cnc2nc(-c3c(-c4ccc(F)c5ccccc45)cnn3C)ccc2c1
4061.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cccc2cccc(Br)c12,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1cccc2cccc(-c3c(-c4ccc(F)c5ccccc45)cnn3C)c12
4062.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4ccc(F)c5ccccc45)cnn3C)ccc2-c2ccc(-c3c(-c4ccc(F)c5ccccc45)cnn3C)cc21
4063.0,OB(O)c1ccc(F)c2ccccc12,Cn1ncc(-c2ccc(F)c3ccccc23)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Fc1c(F)c(Br)c2nsnc2c1Br,Cn1ncc(-c2ccc(F)c3ccccc23)c1-c1c(F)c(F)c(-c2c(-c3ccc(F)c4ccccc34)cnn2C)c2nsnc12
