Unnamed: 0,a,ab,b,c,pentamer,F,carbazole
2691.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Fc1cc(F)cc(-c2cccc(-c3cc(-c4cccc(-c5cc(F)cc(F)c5)c4-n4c5ccccc5c5ccccc54)c(Cl)cc3Cl)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3cc(-c4cccc(-c5cc(F)cc(F)c5)c4F)c(Cl)cc3Cl)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
2692.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,Fc1cc(F)cc(-c2cccc(-c3cnc4nc(-c5cccc(-c6cc(F)cc(F)c6)c5-n5c6ccccc6c6ccccc65)ccc4c3)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3cnc4nc(-c5cccc(-c6cc(F)cc(F)c6)c5F)ccc4c3)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
2693.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cccc2cccc(Br)c12,Fc1cc(F)cc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6cc(F)cc(F)c6)c5-n5c6ccccc6c6ccccc65)c34)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6cc(F)cc(F)c6)c5F)c34)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
2694.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4cc(F)cc(F)c4)c3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3cccc(-c4cc(F)cc(F)c4)c3-n3c4ccccc4c4ccccc43)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4cc(F)cc(F)c4)c3F)ccc2-c2ccc(-c3cccc(-c4cc(F)cc(F)c4)c3F)cc21,c1ccc2c(c1)[nH]c1ccccc12
2695.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1cc(F)cc(-c2cccc(-c3c(F)c(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4-n4c5ccccc5c5ccccc54)c4nsnc34)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3c(F)c(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4F)c4nsnc34)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
2696.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2cccc(-c3cc(F)cc(F)c3)c2-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2cccc(-c3cc(F)cc(F)c3)c2-n2c3ccccc3c3ccccc32)cc1,C[Si](C)(c1ccc(-c2cccc(-c3cc(F)cc(F)c3)c2F)cc1)c1ccc(-c2cccc(-c3cc(F)cc(F)c3)c2F)cc1,c1ccc2c(c1)[nH]c1ccccc12
2697.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,Fc1cc(F)cc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7cc(F)cc(F)c7)c6-n6c7ccccc7c7ccccc76)cc5nc4c3)c2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7cc(F)cc(F)c7)c6F)cc5nc4c3)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
2719.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1cc(F)cc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2cccc(F)c2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3c(F)cccc3-c3cc(F)cc(F)c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cccc(F)c2-c2cc(F)c(-c3c(F)cccc3-c3cc(F)cc(F)c3)cc2F)c1,c1ccc2c(c1)[nH]c1ccccc12
2738.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5cc(F)cc(F)c5)c4F)cc3-n3c4ccccc4c4ccccc43)c2F)c1,Fc1cc(F)cc(-c2cccc(-c3cc(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4F)cc3F)c2F)c1,c1ccc2c(c1)[nH]c1ccccc12
2757.0,OB(O)c1cc(F)cc(F)c1,Cn1ncc(-c2cc(F)cc(F)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Fc1cc(Br)c(F)cc1Br,Cn1ncc(-c2cc(F)cc(F)c2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(-c3cc(F)cc(F)c3)cnn2C)cc1-n1c2ccccc2c2ccccc21,Cn1ncc(-c2cc(F)cc(F)c2)c1-c1cc(F)c(-c2c(-c3cc(F)cc(F)c3)cnn2C)cc1F,c1ccc2c(c1)[nH]c1ccccc12
2776.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3cc(F)cc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5cc(F)cc(F)c5)c4)cc3-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(F)cc(-c2cccc(-c3cc(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4)cc3F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
2795.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3cc(F)cc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5cc(F)cc(F)c5)s4)cc3-n3c4ccccc4c4ccccc43)s2)c1,Fc1cc(F)cc(-c2ccc(-c3cc(F)c(-c4ccc(-c5cc(F)cc(F)c5)s4)cc3F)s2)c1,c1ccc2c(c1)[nH]c1ccccc12
2814.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1cc(F)cc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2ccccc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3ccccc3-c3cc(F)cc(F)c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2ccccc2-c2cc(F)c(-c3ccccc3-c3cc(F)cc(F)c3)cc2F)c1,c1ccc2c(c1)[nH]c1ccccc12
2833.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4cc(F)cc(F)c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2ccc3oc(-c4cc(-n5c6ccccc6c6ccccc65)c(-c5cc6cc(-c7cc(F)cc(F)c7)ccc6o5)cc4-n4c5ccccc5c5ccccc54)cc3c2)c1,Fc1cc(F)cc(-c2ccc3oc(-c4cc(F)c(-c5cc6cc(-c7cc(F)cc(F)c7)ccc6o5)cc4F)cc3c2)c1,c1ccc2c(c1)[nH]c1ccccc12
2871.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1cc(F)cc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2ccsc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3sccc3-c3cc(F)cc(F)c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2ccsc2-c2cc(F)c(-c3sccc3-c3cc(F)cc(F)c3)cc2F)c1,c1ccc2c(c1)[nH]c1ccccc12
2890.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(F)cc(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)cc3-n3c4ccccc4c4ccccc43)cc(C(F)(F)F)c2)c1,Fc1cc(F)cc(-c2cc(-c3cc(F)c(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)cc3F)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
2907.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1cccnc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1)c1ccccc1-c1cccnc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,C[Si](C)(c1ccccc1-c1cccnc1-c1ccnc(F)c1)c1ccccc1-c1cccnc1-c1ccnc(F)c1,c1ccc2c(c1)[nH]c1ccccc12
2908.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc(Br)nc1,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)nc2)c1,Fc1cc(-c2ncccc2-c2ccc(-c3cccnc3-c3ccnc(F)c3)nc2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2909.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ncccc2-c2cc(F)c(-c3cccnc3-c3ccnc(F)c3)cc2F)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2910.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2cc(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c3ccccc3c2)c1,Fc1cc(-c2ncccc2-c2cc(-c3cccnc3-c3ccnc(F)c3)c3ccccc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2911.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)sc1-c1cccnc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ncccc2-c2cc(Cl)c(-c3cccnc3-c3ccnc(F)c3)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2912.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c3nsnc3c(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2nc1C,Cc1nc2c(-c3cccnc3-c3ccnc(F)c3)c3nsnc3c(-c3cccnc3-c3ccnc(F)c3)c2nc1C,c1ccc2c(c1)[nH]c1ccccc12
2913.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1ccc(-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(Oc2ccccc2-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(-c2ncccc2-c2ccccc2Oc2ccccc2-c2cccnc2-c2ccnc(F)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2914.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c3ccccc3c(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2c1,CC(C)(C)c1ccc2c(-c3cccnc3-c3ccnc(F)c3)c3ccccc3c(-c3cccnc3-c3ccnc(F)c3)c2c1,c1ccc2c(c1)[nH]c1ccccc12
2915.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(F)cc1-c1cccnc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ncccc2-c2cc(F)c(-c3cccnc3-c3ccnc(F)c3)cc2F)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2916.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc3oc(-c4cccnc4-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cc3c2)c1,Fc1cc(-c2ncccc2-c2ccc3oc(-c4cccnc4-c4ccnc(F)c4)cc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2917.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc(Br)o1,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)o2)c1,Fc1cc(-c2ncccc2-c2ccc(-c3cccnc3-c3ccnc(F)c3)o2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2918.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2-c2ccc(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc21,Fc1cc(-c2ncccc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccnc4-c4ccnc(F)c4)ccc2-3)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2919.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Clc1cc(Cl)c(-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc1-c1cccnc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ncccc2-c2cc(-c3cccnc3-c3ccnc(F)c3)c(Cl)cc2Cl)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2920.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2cnc3nc(-c4cccnc4-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3c2)c1,Fc1cc(-c2ncccc2-c2cnc3nc(-c4cccnc4-c4ccnc(F)c4)ccc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2921.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2cccc3cccc(-c4cccnc4-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c23)c1,Fc1cc(-c2ncccc2-c2cccc3cccc(-c4cccnc4-c4ccnc(F)c4)c23)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2922.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)ccc2-c2ccc(-c3cccnc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccnc3-c3ccnc(F)c3)ccc2-c2ccc(-c3cccnc3-c3ccnc(F)c3)cc21,c1ccc2c(c1)[nH]c1ccccc12
2923.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c2nsnc2c1-c1cccnc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2ncccc2-c2c(F)c(F)c(-c3cccnc3-c3ccnc(F)c3)c3nsnc23)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2924.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc1)c1ccc(-c2cccnc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc1,C[Si](C)(c1ccc(-c2cccnc2-c2ccnc(F)c2)cc1)c1ccc(-c2cccnc2-c2ccnc(F)c2)cc1,c1ccc2c(c1)[nH]c1ccccc12
2925.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1cnc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc3nc4ccc(-c5cccnc5-c5ccnc(-n6c7ccccc7c7ccccc76)c5)cc4nc3c2)c1,Fc1cc(-c2ncccc2-c2ccc3nc4ccc(-c5cccnc5-c5ccnc(F)c5)cc4nc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2945.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cccc1-n1c2ccccc2c2ccccc21)c1ccccc1-c1c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cccc1-n1c2ccccc2c2ccccc21,C[Si](C)(c1ccccc1-c1c(F)cccc1-c1ccnc(F)c1)c1ccccc1-c1c(F)cccc1-c1ccnc(F)c1,c1ccc2c(c1)[nH]c1ccccc12
2946.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc(Br)nc1,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc(-c3c(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cccc3-n3c4ccccc4c4ccccc43)nc2)c(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2cccc(F)c2-c2ccc(-c3c(F)cccc3-c3ccnc(F)c3)nc2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2947.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3c(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cccc3-n3c4ccccc4c4ccccc43)cc2-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2cccc(F)c2-c2cc(F)c(-c3c(F)cccc3-c3ccnc(F)c3)cc2F)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2948.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2cc(-c3c(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cccc3-n3c4ccccc4c4ccccc43)c3ccccc3c2)c(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2cccc(F)c2-c2cc(-c3c(F)cccc3-c3ccnc(F)c3)c3ccccc3c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2949.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2c(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cccc2-n2c3ccccc3c3ccccc32)sc1-c1c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cccc1-n1c2ccccc2c2ccccc21,Fc1cc(-c2cccc(F)c2-c2cc(Cl)c(-c3c(F)cccc3-c3ccnc(F)c3)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
2950.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3c(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cccc3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3c(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cccc3-n3c4ccccc4c4ccccc43)c2nc1C,Cc1nc2c(-c3c(F)cccc3-c3ccnc(F)c3)c3nsnc3c(-c3c(F)cccc3-c3ccnc(F)c3)c2nc1C,c1ccc2c(c1)[nH]c1ccccc12
