,Unnamed: 0,a,ab,b,c,pentamer,F,carbazole
871,3096.0,OB(O)c1ccnc(F)c1,Cn1ncc(-c2ccnc(F)c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2nc3ccc(Br)cc3nc2c1,Cn1ncc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1-c1ccc2nc3ccc(-c4c(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)cnn4C)cc3nc2c1,Cn1ncc(-c2ccnc(F)c2)c1-c1ccc2nc3ccc(-c4c(-c5ccnc(F)c5)cnn4C)cc3nc2c1,c1ccc2c(c1)[nH]c1ccccc12
872,3097.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1)c1ccccc1-c1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1,C[Si](C)(c1ccccc1-c1cccc(-c2ccnc(F)c2)c1)c1ccccc1-c1cccc(-c2ccnc(F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
873,3098.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc(Br)nc1,c1cc(-c2ccc(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3)nc2)cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(-c2cccc(-c3ccc(-c4cccc(-c5ccnc(F)c5)c4)nc3)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
874,3099.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2cccc(-c3cc(F)c(-c4cccc(-c5ccnc(F)c5)c4)cc3F)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
875,3100.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cc(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3)c3ccccc3c2)c1,Fc1cc(-c2cccc(-c3cc(-c4cccc(-c5ccnc(F)c5)c4)c4ccccc4c3)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
876,3101.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2cccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2)sc1-c1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5ccnc(F)c5)c4)s3)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
877,3102.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3)c3nsnc3c(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3)c2nc1C,Cc1nc2c(-c3cccc(-c4ccnc(F)c4)c3)c3nsnc3c(-c3cccc(-c4ccnc(F)c4)c3)c2nc1C,c1ccc2c(c1)[nH]c1ccccc12
878,3103.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccccc2Oc2ccccc2-c2cccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2)c1,Fc1cc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4ccnc(F)c4)c3)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
879,3104.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3)c3ccccc3c(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3)c2c1,CC(C)(C)c1ccc2c(-c3cccc(-c4ccnc(F)c4)c3)c3ccccc3c(-c3cccc(-c4ccnc(F)c4)c3)c2c1,c1ccc2c(c1)[nH]c1ccccc12
880,3105.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2cccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2)c(F)cc1-c1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(-c2cccc(-c3cc(F)c(-c4cccc(-c5ccnc(F)c5)c4)cc3F)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
881,3106.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccc3oc(-c4cccc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)c4)cc3c2)c1,Fc1cc(-c2cccc(-c3ccc4oc(-c5cccc(-c6ccnc(F)c6)c5)cc4c3)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
882,3107.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc(Br)o1,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccc(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3)o2)c1,Fc1cc(-c2cccc(-c3ccc(-c4cccc(-c5ccnc(F)c5)c4)o3)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
883,3108.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)c4)ccc2-3)c1,Fc1cc(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccc(-c6ccnc(F)c6)c5)ccc3-4)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
884,3109.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Clc1cc(Cl)c(-c2cccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2)cc1-c1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(-c2cccc(-c3cc(-c4cccc(-c5ccnc(F)c5)c4)c(Cl)cc3Cl)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
885,3110.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cnc3nc(-c4cccc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)c4)ccc3c2)c1,Fc1cc(-c2cccc(-c3cnc4nc(-c5cccc(-c6ccnc(F)c6)c5)ccc4c3)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
886,3111.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cccc3cccc(-c4cccc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)c4)c23)c1,Fc1cc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6ccnc(F)c6)c5)c34)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
887,3112.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3)ccc2-c2ccc(-c3cccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)c3)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccnc(F)c4)c3)ccc2-c2ccc(-c3cccc(-c4ccnc(F)c4)c3)cc21,c1ccc2c(c1)[nH]c1ccccc12
888,3113.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2cccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2)c2nsnc2c1-c1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(-c2cccc(-c3c(F)c(F)c(-c4cccc(-c5ccnc(F)c5)c4)c4nsnc34)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
889,3114.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2cccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2)cc1)c1ccc(-c2cccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2)cc1,C[Si](C)(c1ccc(-c2cccc(-c3ccnc(F)c3)c2)cc1)c1ccc(-c2cccc(-c3ccnc(F)c3)c2)cc1,c1ccc2c(c1)[nH]c1ccccc12
890,3115.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccnc(F)c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccc3nc4ccc(-c5cccc(-c6ccnc(-n7c8ccccc8c8ccccc87)c6)c5)cc4nc3c2)c1,Fc1cc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7ccnc(F)c7)c6)cc5nc4c3)c2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
891,3116.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1ccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)s1)c1ccccc1-c1ccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)s1,C[Si](C)(c1ccccc1-c1ccc(-c2ccnc(F)c2)s1)c1ccccc1-c1ccc(-c2ccnc(F)c2)s1,c1ccc2c(c1)[nH]c1ccccc12
892,3117.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc(Br)nc1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)s4)nc3)s2)ccn1,Fc1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc(F)c5)s4)nc3)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
893,3118.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)s4)cc3-n3c4ccccc4c4ccccc43)s2)ccn1,Fc1cc(-c2ccc(-c3cc(F)c(-c4ccc(-c5ccnc(F)c5)s4)cc3F)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
894,3119.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1ccc2c(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)cc(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)cc2c1,Fc1cc(-c2ccc(-c3cc(-c4ccc(-c5ccnc(F)c5)s4)c4ccccc4c3)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
895,3120.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)sc1-c1ccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)s1,Fc1cc(-c2ccc(-c3cc(Cl)c(-c4ccc(-c5ccnc(F)c5)s4)s3)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
896,3121.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)c3nsnc3c(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)c2nc1C,Cc1nc2c(-c3ccc(-c4ccnc(F)c4)s3)c3nsnc3c(-c3ccc(-c4ccnc(F)c4)s3)c2nc1C,c1ccc2c(c1)[nH]c1ccccc12
897,3122.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1ccc(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)c(Oc2ccccc2-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)c1,Fc1cc(-c2ccc(-c3ccccc3Oc3ccccc3-c3ccc(-c4ccnc(F)c4)s3)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
898,3123.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)c3ccccc3c(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)c2c1,CC(C)(C)c1ccc2c(-c3ccc(-c4ccnc(F)c4)s3)c3ccccc3c(-c3ccc(-c4ccnc(F)c4)s3)c2c1,c1ccc2c(c1)[nH]c1ccccc12
899,3124.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)c(F)cc1-c1ccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)s1,Fc1cc(-c2ccc(-c3cc(F)c(-c4ccc(-c5ccnc(F)c5)s4)cc3F)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
900,3125.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3ccc4oc(-c5ccc(-c6ccnc(-n7c8ccccc8c8ccccc87)c6)s5)cc4c3)s2)ccn1,Fc1cc(-c2ccc(-c3ccc4oc(-c5ccc(-c6ccnc(F)c6)s5)cc4c3)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
901,3126.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc(Br)o1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)s4)o3)s2)ccn1,Fc1cc(-c2ccc(-c3ccc(-c4ccc(-c5ccnc(F)c5)s4)o3)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
902,3127.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)ccc2-c2ccc(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)cc21,Fc1cc(-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc(-c6ccnc(F)c6)s5)ccc3-4)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
903,3128.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Clc1cc(Cl)c(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)cc1-c1ccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)s1,Fc1cc(-c2ccc(-c3cc(-c4ccc(-c5ccnc(F)c5)s4)c(Cl)cc3Cl)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
904,3129.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3cnc4nc(-c5ccc(-c6ccnc(-n7c8ccccc8c8ccccc87)c6)s5)ccc4c3)s2)ccn1,Fc1cc(-c2ccc(-c3cnc4nc(-c5ccc(-c6ccnc(F)c6)s5)ccc4c3)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
905,3130.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1cc(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)c2c(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)cccc2c1,Fc1cc(-c2ccc(-c3cccc4cccc(-c5ccc(-c6ccnc(F)c6)s5)c34)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
906,3131.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)ccc2-c2ccc(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccnc(F)c4)s3)ccc2-c2ccc(-c3ccc(-c4ccnc(F)c4)s3)cc21,c1ccc2c(c1)[nH]c1ccccc12
907,3132.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)c2nsnc2c1-c1ccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)s1,Fc1cc(-c2ccc(-c3c(F)c(F)c(-c4ccc(-c5ccnc(F)c5)s4)c4nsnc34)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
908,3133.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)cc1)c1ccc(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)cc1,C[Si](C)(c1ccc(-c2ccc(-c3ccnc(F)c3)s2)cc1)c1ccc(-c2ccc(-c3ccnc(F)c3)s2)cc1,c1ccc2c(c1)[nH]c1ccccc12
909,3134.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccnc(F)c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7ccnc(-n8c9ccccc9c9ccccc98)c7)s6)cc5nc4c3)s2)ccn1,Fc1cc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7ccnc(F)c7)s6)cc5nc4c3)s2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
910,3135.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1ccccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1)c1ccccc1-c1ccccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1,C[Si](C)(c1ccccc1-c1ccccc1-c1ccnc(F)c1)c1ccccc1-c1ccccc1-c1ccnc(F)c1,c1ccc2c(c1)[nH]c1ccccc12
911,3136.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Brc1ccc(Br)nc1,c1ccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc(-c3ccccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)nc2)c1,Fc1cc(-c2ccccc2-c2ccc(-c3ccccc3-c3ccnc(F)c3)nc2)ccn1,c1ccc2c(c1)[nH]c1ccccc12
912,3137.0,OB(O)c1ccnc(F)c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccnc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1ccc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3ccccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cc2-n2c3ccccc3c3ccccc32)c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(-c2ccccc2-c2cc(F)c(-c3ccccc3-c3ccnc(F)c3)cc2F)ccn1,c1ccc2c(c1)[nH]c1ccccc12
