,Unnamed: 0,a,ab,b,c,pentamer,F,carbazole
322,1269.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1cc(F)cc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3sccc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)ccc2-c2ccc(-c3sccc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3sccc3-c3cc(F)cc(F)c3)ccc2-c2ccc(-c3sccc3-c3cc(F)cc(F)c3)cc21,c1ccc2c(c1)[nH]c1ccccc12
323,1270.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1cc(F)cc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2sccc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c2nsnc2c1-c1sccc1-c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2ccsc2-c2c(F)c(F)c(-c3sccc3-c3cc(F)cc(F)c3)c3nsnc23)c1,c1ccc2c(c1)[nH]c1ccccc12
324,1271.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1cc(F)cc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2sccc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1)c1ccc(-c2sccc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1,C[Si](C)(c1ccc(-c2sccc2-c2cc(F)cc(F)c2)cc1)c1ccc(-c2sccc2-c2cc(F)cc(F)c2)cc1,c1ccc2c(c1)[nH]c1ccccc12
325,1272.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1cc(F)cc(F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccsc2-c2ccc3nc4ccc(-c5sccc5-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)cc4nc3c2)cc(-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2ccsc2-c2ccc3nc4ccc(-c5sccc5-c5cc(F)cc(F)c5)cc4nc3c2)c1,c1ccc2c(c1)[nH]c1ccccc12
326,1273.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(C(F)(F)F)c1)c1ccccc1-c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(C(F)(F)F)c1,C[Si](C)(c1ccccc1-c1cc(-c2cc(F)cc(F)c2)cc(C(F)(F)F)c1)c1ccccc1-c1cc(-c2cc(F)cc(F)c2)cc(C(F)(F)F)c1,c1ccc2c(c1)[nH]c1ccccc12
327,1274.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1ccc(Br)nc1,FC(F)(F)c1cc(-c2ccc(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)nc2)cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c1,Fc1cc(F)cc(-c2cc(-c3ccc(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)nc3)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
328,1275.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(F)cc(-c2cc(-c3cc(F)c(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)cc3F)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
329,1276.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cc(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)c3ccccc3c2)c1,Fc1cc(F)cc(-c2cc(-c3cc(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)c4ccccc4c3)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
330,1277.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Clc1cc(Br)sc1Br,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cc(Cl)c(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)s2)c1,Fc1cc(F)cc(-c2cc(-c3cc(Cl)c(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)s3)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
331,1278.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)c3nsnc3c(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)c2nc1C,Cc1nc2c(-c3cc(-c4cc(F)cc(F)c4)cc(C(F)(F)F)c3)c3nsnc3c(-c3cc(-c4cc(F)cc(F)c4)cc(C(F)(F)F)c3)c2nc1C,c1ccc2c(c1)[nH]c1ccccc12
332,1279.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccccc2Oc2ccccc2-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc(C(F)(F)F)c2)c1,Fc1cc(F)cc(-c2cc(-c3ccccc3Oc3ccccc3-c3cc(-c4cc(F)cc(F)c4)cc(C(F)(F)F)c3)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
333,1280.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)c3ccccc3c(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)c2c1,CC(C)(C)c1ccc2c(-c3cc(-c4cc(F)cc(F)c4)cc(C(F)(F)F)c3)c3ccccc3c(-c3cc(-c4cc(F)cc(F)c4)cc(C(F)(F)F)c3)c2c1,c1ccc2c(c1)[nH]c1ccccc12
334,1281.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc(C(F)(F)F)c2)c(F)cc1-c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(C(F)(F)F)c1,Fc1cc(F)cc(-c2cc(-c3cc(F)c(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)cc3F)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
335,1282.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccc3oc(-c4cc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)cc(C(F)(F)F)c4)cc3c2)c1,Fc1cc(F)cc(-c2cc(-c3ccc4oc(-c5cc(-c6cc(F)cc(F)c6)cc(C(F)(F)F)c5)cc4c3)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
336,1283.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1ccc(Br)o1,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccc(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)o2)c1,Fc1cc(F)cc(-c2cc(-c3ccc(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)o3)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
337,1284.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)cc(C(F)(F)F)c4)ccc2-3)c1,Fc1cc(F)cc(-c2cc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cc(-c6cc(F)cc(F)c6)cc(C(F)(F)F)c5)ccc3-4)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
338,1285.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cc(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)c(Cl)cc2Cl)c1,Fc1cc(F)cc(-c2cc(-c3cc(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)c(Cl)cc3Cl)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
339,1286.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cnc3nc(-c4cc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)cc(C(F)(F)F)c4)ccc3c2)c1,Fc1cc(F)cc(-c2cc(-c3cnc4nc(-c5cc(-c6cc(F)cc(F)c6)cc(C(F)(F)F)c5)ccc4c3)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
340,1287.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1cccc2cccc(Br)c12,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cccc3cccc(-c4cc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)cc(C(F)(F)F)c4)c23)c1,Fc1cc(F)cc(-c2cc(-c3cccc4cccc(-c5cc(-c6cc(F)cc(F)c6)cc(C(F)(F)F)c5)c34)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
341,1288.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)ccc2-c2ccc(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc(-c4cc(F)cc(F)c4)cc(C(F)(F)F)c3)ccc2-c2ccc(-c3cc(-c4cc(F)cc(F)c4)cc(C(F)(F)F)c3)cc21,c1ccc2c(c1)[nH]c1ccccc12
342,1289.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc(C(F)(F)F)c2)c2nsnc2c1-c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(C(F)(F)F)c1,Fc1cc(F)cc(-c2cc(-c3c(F)c(F)c(-c4cc(-c5cc(F)cc(F)c5)cc(C(F)(F)F)c4)c4nsnc34)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
343,1290.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc(C(F)(F)F)c2)cc1)c1ccc(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc(C(F)(F)F)c2)cc1,C[Si](C)(c1ccc(-c2cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c2)cc1)c1ccc(-c2cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c2)cc1,c1ccc2c(c1)[nH]c1ccccc12
344,1291.0,OB(O)c1cc(F)cc(F)c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2ccc3nc4ccc(-c5cc(-c6cc(-n7c8ccccc8c8ccccc87)cc(-n7c8ccccc8c8ccccc87)c6)cc(C(F)(F)F)c5)cc4nc3c2)c1,Fc1cc(F)cc(-c2cc(-c3ccc4nc5ccc(-c6cc(-c7cc(F)cc(F)c7)cc(C(F)(F)F)c6)cc5nc4c3)cc(C(F)(F)F)c2)c1,c1ccc2c(c1)[nH]c1ccccc12
345,1617.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1cnc(-c2ccc3ncccc3c2)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccnc3-c3ccc4ncccc4c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2cccnc2-c2ccc3ncccc3c2)c(F)cc1-c1cccnc1-c1ccc2ncccc2c1,c1ccc2c(c1)[nH]c1ccccc12
346,1653.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1c(-c2ccc3ncccc3c2)cccc1-n1c2ccccc2c2ccccc21)c1ccccc1-c1c(-c2ccc3ncccc3c2)cccc1-n1c2ccccc2c2ccccc21,C[Si](C)(c1ccccc1-c1c(F)cccc1-c1ccc2ncccc2c1)c1ccccc1-c1c(F)cccc1-c1ccc2ncccc2c1,c1ccc2c(c1)[nH]c1ccccc12
347,1654.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc(Br)nc1,c1cc(-c2ccc3ncccc3c2)c(-c2ccc(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)nc2)c(-n2c3ccccc3c3ccccc32)c1,Fc1cccc(-c2ccc3ncccc3c2)c1-c1ccc(-c2c(F)cccc2-c2ccc3ncccc3c2)nc1,c1ccc2c(c1)[nH]c1ccccc12
348,1655.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1cc(-c2ccc3ncccc3c2)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)cc2-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2c(F)cccc2-c2ccc3ncccc3c2)c(F)cc1-c1c(F)cccc1-c1ccc2ncccc2c1,c1ccc2c(c1)[nH]c1ccccc12
349,1656.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1cc(-c2ccc3ncccc3c2)c(-c2cc(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)c3ccccc3c2)c(-n2c3ccccc3c3ccccc32)c1,Fc1cccc(-c2ccc3ncccc3c2)c1-c1cc(-c2c(F)cccc2-c2ccc3ncccc3c2)c2ccccc2c1,c1ccc2c(c1)[nH]c1ccccc12
350,1657.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)sc1-c1c(-c2ccc3ncccc3c2)cccc1-n1c2ccccc2c2ccccc21,Fc1cccc(-c2ccc3ncccc3c2)c1-c1cc(Cl)c(-c2c(F)cccc2-c2ccc3ncccc3c2)s1,c1ccc2c(c1)[nH]c1ccccc12
351,1658.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)c2nc1C,Cc1nc2c(-c3c(F)cccc3-c3ccc4ncccc4c3)c3nsnc3c(-c3c(F)cccc3-c3ccc4ncccc4c3)c2nc1C,c1ccc2c(c1)[nH]c1ccccc12
352,1659.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1ccc(-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)c(Oc2ccccc2-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)c1,Fc1cccc(-c2ccc3ncccc3c2)c1-c1ccccc1Oc1ccccc1-c1c(F)cccc1-c1ccc2ncccc2c1,c1ccc2c(c1)[nH]c1ccccc12
353,1660.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)c3ccccc3c(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)c2c1,CC(C)(C)c1ccc2c(-c3c(F)cccc3-c3ccc4ncccc4c3)c3ccccc3c(-c3c(F)cccc3-c3ccc4ncccc4c3)c2c1,c1ccc2c(c1)[nH]c1ccccc12
354,1661.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)c(F)cc1-c1c(-c2ccc3ncccc3c2)cccc1-n1c2ccccc2c2ccccc21,Fc1cc(-c2c(F)cccc2-c2ccc3ncccc3c2)c(F)cc1-c1c(F)cccc1-c1ccc2ncccc2c1,c1ccc2c(c1)[nH]c1ccccc12
355,1662.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1cc(-c2ccc3ncccc3c2)c(-c2ccc3oc(-c4c(-c5ccc6ncccc6c5)cccc4-n4c5ccccc5c5ccccc54)cc3c2)c(-n2c3ccccc3c3ccccc32)c1,Fc1cccc(-c2ccc3ncccc3c2)c1-c1ccc2oc(-c3c(F)cccc3-c3ccc4ncccc4c3)cc2c1,c1ccc2c(c1)[nH]c1ccccc12
