,pentamer,a,b,c,ab
103,Fc1cc(-c2cccc(-c3ccco3)c2-n2c3ccccc3c3ccccc32)c(F)cc1-c1cccc(-c2ccco2)c1-n1c2ccccc2c2ccccc21,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
104,c1coc(-c2cccc(-c3ccc4oc(-c5cccc(-c6ccco6)c5-n5c6ccccc6c6ccccc65)cc4c3)c2-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
105,c1coc(-c2cccc(-c3ccc(-c4cccc(-c5ccco5)c4-n4c5ccccc5c5ccccc54)o3)c2-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
106,c1coc(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccc(-c6ccco6)c5-n5c6ccccc6c6ccccc65)ccc3-4)c2-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
107,Clc1cc(Cl)c(-c2cccc(-c3ccco3)c2-n2c3ccccc3c3ccccc32)cc1-c1cccc(-c2ccco2)c1-n1c2ccccc2c2ccccc21,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
108,c1coc(-c2cccc(-c3cnc4nc(-c5cccc(-c6ccco6)c5-n5c6ccccc6c6ccccc65)ccc4c3)c2-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
109,c1coc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6ccco6)c5-n5c6ccccc6c6ccccc65)c34)c2-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
110,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccco4)c3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3cccc(-c4ccco4)c3-n3c4ccccc4c4ccccc43)cc21,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
111,Fc1c(F)c(-c2cccc(-c3ccco3)c2-n2c3ccccc3c3ccccc32)c2nsnc2c1-c1cccc(-c2ccco2)c1-n1c2ccccc2c2ccccc21,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
112,C[Si](C)(c1ccc(-c2cccc(-c3ccco3)c2-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2cccc(-c3ccco3)c2-n2c3ccccc3c3ccccc32)cc1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
113,c1coc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7ccco7)c6-n6c7ccccc7c7ccccc76)cc5nc4c3)c2-n2c3ccccc3c3ccccc32)c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1-n1c3ccccc3c3ccccc31)OC(=O)C2
133,C[Si](C)(c1ccccc1-c1c(F)cccc1-c1ccco1)c1ccccc1-c1c(F)cccc1-c1ccco1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
134,Fc1cccc(-c2ccco2)c1-c1ccc(-c2c(F)cccc2-c2ccco2)nc1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
135,Fc1cccc(-c2ccco2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(F)cccc2-c2ccco2)cc1-n1c2ccccc2c2ccccc21,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
136,Fc1cccc(-c2ccco2)c1-c1cc(-c2c(F)cccc2-c2ccco2)c2ccccc2c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
137,Fc1cccc(-c2ccco2)c1-c1cc(Cl)c(-c2c(F)cccc2-c2ccco2)s1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
138,Cc1nc2c(-c3c(F)cccc3-c3ccco3)c3nsnc3c(-c3c(F)cccc3-c3ccco3)c2nc1C,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
139,Fc1cccc(-c2ccco2)c1-c1ccccc1Oc1ccccc1-c1c(F)cccc1-c1ccco1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
140,CC(C)(C)c1ccc2c(-c3c(F)cccc3-c3ccco3)c3ccccc3c(-c3c(F)cccc3-c3ccco3)c2c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
141,Fc1cc(-c2c(F)cccc2-c2ccco2)c(F)cc1-c1c(F)cccc1-c1ccco1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
142,Fc1cccc(-c2ccco2)c1-c1ccc2oc(-c3c(F)cccc3-c3ccco3)cc2c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
143,Fc1cccc(-c2ccco2)c1-c1ccc(-c2c(F)cccc2-c2ccco2)o1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
144,Fc1cccc(-c2ccco2)c1-c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(-c3c(F)cccc3-c3ccco3)ccc1-2,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
145,Fc1cccc(-c2ccco2)c1-c1cc(-c2c(F)cccc2-c2ccco2)c(Cl)cc1Cl,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
146,Fc1cccc(-c2ccco2)c1-c1cnc2nc(-c3c(F)cccc3-c3ccco3)ccc2c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
147,Fc1cccc(-c2ccco2)c1-c1cccc2cccc(-c3c(F)cccc3-c3ccco3)c12,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
148,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(F)cccc3-c3ccco3)ccc2-c2ccc(-c3c(F)cccc3-c3ccco3)cc21,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
149,Fc1cccc(-c2ccco2)c1-c1c(F)c(F)c(-c2c(F)cccc2-c2ccco2)c2nsnc12,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
150,C[Si](C)(c1ccc(-c2c(F)cccc2-c2ccco2)cc1)c1ccc(-c2c(F)cccc2-c2ccco2)cc1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
151,Fc1cccc(-c2ccco2)c1-c1ccc2nc3ccc(-c4c(F)cccc4-c4ccco4)cc3nc2c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccco1)OC(=O)C2
152,C[Si](C)(c1ccccc1-c1cccc(-c2ccco2)c1F)c1ccccc1-c1cccc(-c2ccco2)c1F,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
153,Fc1c(-c2ccc(-c3cccc(-c4ccco4)c3F)nc2)cccc1-c1ccco1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
154,Fc1c(-c2ccco2)cccc1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2cccc(-c3ccco3)c2F)cc1-n1c2ccccc2c2ccccc21,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
155,Fc1c(-c2cc(-c3cccc(-c4ccco4)c3F)c3ccccc3c2)cccc1-c1ccco1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
156,Fc1c(-c2ccco2)cccc1-c1cc(Cl)c(-c2cccc(-c3ccco3)c2F)s1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Br)sc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
157,Cc1nc2c(-c3cccc(-c4ccco4)c3F)c3nsnc3c(-c3cccc(-c4ccco4)c3F)c2nc1C,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
158,Fc1c(-c2ccco2)cccc1-c1ccccc1Oc1ccccc1-c1cccc(-c2ccco2)c1F,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
159,CC(C)(C)c1ccc2c(-c3cccc(-c4ccco4)c3F)c3ccccc3c(-c3cccc(-c4ccco4)c3F)c2c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
160,Fc1cc(-c2cccc(-c3ccco3)c2F)c(F)cc1-c1cccc(-c2ccco2)c1F,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
161,Fc1c(-c2ccc3oc(-c4cccc(-c5ccco5)c4F)cc3c2)cccc1-c1ccco1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
162,Fc1c(-c2ccco2)cccc1-c1ccc(-c2cccc(-c3ccco3)c2F)o1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)o1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
163,Fc1c(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5ccco5)c4F)ccc2-3)cccc1-c1ccco1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
164,Fc1c(-c2ccco2)cccc1-c1cc(-c2cccc(-c3ccco3)c2F)c(Cl)cc1Cl,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
165,Fc1c(-c2cnc3nc(-c4cccc(-c5ccco5)c4F)ccc3c2)cccc1-c1ccco1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
166,Fc1c(-c2ccco2)cccc1-c1cccc2cccc(-c3cccc(-c4ccco4)c3F)c12,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cccc2cccc(Br)c12,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
167,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccco4)c3F)ccc2-c2ccc(-c3cccc(-c4ccco4)c3F)cc21,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
168,Fc1c(-c2ccco2)cccc1-c1c(F)c(F)c(-c2cccc(-c3ccco3)c2F)c2nsnc12,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
169,C[Si](C)(c1ccc(-c2cccc(-c3ccco3)c2F)cc1)c1ccc(-c2cccc(-c3ccco3)c2F)cc1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
170,Fc1c(-c2ccc3nc4ccc(-c5cccc(-c6ccco6)c5F)cc4nc3c2)cccc1-c1ccco1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1F)OC(=O)C2
171,Cn1ncc(-c2ccco2)c1-c1ccccc1[Si](C)(C)c1ccccc1-c1c(-c2ccco2)cnn1C,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
172,Cn1ncc(-c2ccco2)c1-c1ccc(-c2c(-c3ccco3)cnn2C)nc1,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc(Br)nc1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
173,Cn1ncc(-c2ccco2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(-c3ccco3)cnn2C)cc1-n1c2ccccc2c2ccccc21,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
174,Cn1ncc(-c2ccco2)c1-c1cc(-c2c(-c3ccco3)cnn2C)c2ccccc2c1,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cc(Br)c2ccccc2c1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
175,Cn1ncc(-c2ccco2)c1-c1cc(Cl)c(-c2c(-c3ccco3)cnn2C)s1,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Clc1cc(Br)sc1Br,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
176,Cc1nc2c(-c3c(-c4ccco4)cnn3C)c3nsnc3c(-c3c(-c4ccco4)cnn3C)c2nc1C,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
177,Cn1ncc(-c2ccco2)c1-c1ccccc1Oc1ccccc1-c1c(-c2ccco2)cnn1C,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccccc1Oc1ccccc1Br,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
178,Cn1ncc(-c2ccco2)c1-c1c2ccccc2c(-c2c(-c3ccco3)cnn2C)c2cc(C(C)(C)C)ccc12,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
179,Cn1ncc(-c2ccco2)c1-c1cc(F)c(-c2c(-c3ccco3)cnn2C)cc1F,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Fc1cc(Br)c(F)cc1Br,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
180,Cn1ncc(-c2ccco2)c1-c1ccc2oc(-c3c(-c4ccco4)cnn3C)cc2c1,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2oc(Br)cc2c1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
181,Cn1ncc(-c2ccco2)c1-c1ccc(-c2c(-c3ccco3)cnn2C)o1,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc(Br)o1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
182,Cn1ncc(-c2ccco2)c1-c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(-c3c(-c4ccco4)cnn3C)ccc1-2,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
183,Cn1ncc(-c2ccco2)c1-c1cc(-c2c(-c3ccco3)cnn2C)c(Cl)cc1Cl,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Clc1cc(Cl)c(Br)cc1Br,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
184,Cn1ncc(-c2ccco2)c1-c1cnc2nc(-c3c(-c4ccco4)cnn3C)ccc2c1,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cnc2nc(Br)ccc2c1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
185,Cn1ncc(-c2ccco2)c1-c1cccc2cccc(-c3c(-c4ccco4)cnn3C)c12,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1cccc2cccc(Br)c12,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
186,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4ccco4)cnn3C)ccc2-c2ccc(-c3c(-c4ccco4)cnn3C)cc21,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
187,Cn1ncc(-c2ccco2)c1-c1c(F)c(F)c(-c2c(-c3ccco3)cnn2C)c2nsnc12,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Fc1c(F)c(Br)c2nsnc2c1Br,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
188,Cn1ncc(-c2ccco2)c1-c1ccc([Si](C)(C)c2ccc(-c3c(-c4ccco4)cnn3C)cc2)cc1,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
189,Cn1ncc(-c2ccco2)c1-c1ccc2nc3ccc(-c4c(-c5ccco5)cnn4C)cc3nc2c1,OB(O)c1ccco1,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Brc1ccc2nc3ccc(Br)cc3nc2c1,Cn1ncc(-c2ccco2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2
190,C[Si](C)(c1ccccc1-c1cccc(-c2ccco2)c1)c1ccccc1-c1cccc(-c2ccco2)c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2
191,c1cc(-c2ccc(-c3cccc(-c4ccco4)c3)nc2)cc(-c2ccco2)c1,OB(O)c1ccco1,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Brc1ccc(Br)nc1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccco3)c1)OC(=O)C2
