,smiles,frag_a_ix,frag_a,frag_b_ix,frag_b,frag_c_ix,frag_c,overlap,fluo_rate_ns,fluo_peak_1,fluo_peak_2,ext_peak_1,ext_peak_2,route_score
493,Fc1cc(F)cc(-c2ncccc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccnc3-c3cc(F)cc(F)c3)cc2-n2c3ccccc3c3ccccc32)c1,1,OB(O)c1cc(F)cc(F)c1,12,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,18,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,0.11106448537608443,0.01800272374203768,0.7243268260377346,0.0002444033467532328,0.2249716216763991,0.0003973110318477255,2563.7951808208345
494,Fc1ccc(-c2cccc(-c3cc(-c4cccc(-c5ccc(F)c6ccccc56)c4-n4c5ccccc5c5ccccc54)c4ccccc4c3)c2-n2c3ccccc3c3ccccc32)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,0,Brc1cc(Br)c2ccccc2c1,0.08993867526954555,0.010234228141200407,0.535784984440567,0.0004431155131648219,0.31940489549478995,0.00044350426276010014,1466.4428038570043
495,Fc1ccc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5ccc(F)c6ccccc56)c4-n4c5ccccc5c5ccccc54)s3)c2-n2c3ccccc3c3ccccc32)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,1,Clc1cc(Br)sc1Br,0.10259705132175839,0.03298773884974804,0.6345731779044524,0.0003753483284252235,0.22509809156442034,0.0004205567280441197,1933.618475424307
496,Cc1nc2c(-c3cccc(-c4ccc(F)c5ccccc45)c3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3cccc(-c4ccc(F)c5ccccc45)c3-n3c4ccccc4c4ccccc43)c2nc1C,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,0.06088660207077082,0.0008362476890055289,0.0013714750607951452,0.8442422431771036,0.004884756946068201,0.03152634044772276,2823.151848672061
497,Fc1ccc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4ccc(F)c5ccccc45)c3-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,3,Brc1ccccc1Oc1ccccc1Br,0.028068873920471034,0.003937309270453609,0.2996523469833777,7.956103708298144e-05,0.001399799606652789,0.0001984174273224748,1933.9313979765668
498,CC(C)(C)c1ccc2c(-c3cccc(-c4ccc(F)c5ccccc45)c3-n3c4ccccc4c4ccccc43)c3ccccc3c(-c3cccc(-c4ccc(F)c5ccccc45)c3-n3c4ccccc4c4ccccc43)c2c1,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,4,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,0.22378719924141877,0.0673638187381022,0.43558473975787854,0.0003866738454599252,0.7498068643592805,0.0006123869441043766,1988.7159278537324
499,Fc1cc(-c2cccc(-c3ccc(F)c4ccccc34)c2-n2c3ccccc3c3ccccc32)c(F)cc1-c1cccc(-c2ccc(F)c3ccccc23)c1-n1c2ccccc2c2ccccc21,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,5,Fc1cc(Br)c(F)cc1Br,0.3514530171550911,0.03531261151997487,0.21935461593293962,7.02014760506147e-05,0.004081139056354322,0.0003098222080027877,2532.084839300241
500,Fc1ccc(-c2cccc(-c3ccc4oc(-c5cccc(-c6ccc(F)c7ccccc67)c5-n5c6ccccc6c6ccccc65)cc4c3)c2-n2c3ccccc3c3ccccc32)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,6,Brc1ccc2oc(Br)cc2c1,0.16936126090578754,0.02156859172696619,0.7723927969162593,0.00025858366885771655,0.1761996960107045,0.00038810417877556153,4677.4896457961495
501,Fc1ccc(-c2cccc(-c3ccc(-c4cccc(-c5ccc(F)c6ccccc56)c4-n4c5ccccc5c5ccccc54)o3)c2-n2c3ccccc3c3ccccc32)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,7,Brc1ccc(Br)o1,0.34947201953809615,0.06591696248573088,0.8198546671342788,0.00017919234339045854,0.18740943475515348,0.00039858893197812636,1722.2531425227014
502,Fc1ccc(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccc(-c6ccc(F)c7ccccc67)c5-n5c6ccccc6c6ccccc65)ccc3-4)c2-n2c3ccccc3c3ccccc32)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,8,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,0.44841184098515646,0.0646507669155685,0.18251287005096847,6.694180835634739e-05,0.003973243087260066,0.00030969247526498587,2400.7795220374414
503,Fc1ccc(-c2cccc(-c3cc(-c4cccc(-c5ccc(F)c6ccccc56)c4-n4c5ccccc5c5ccccc54)c(Cl)cc3Cl)c2-n2c3ccccc3c3ccccc32)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,9,Clc1cc(Cl)c(Br)cc1Br,0.15285367640638406,0.0032015058793969154,0.4923917198082256,0.00010160466541306362,0.004550495478239203,0.00030040548791728113,1751.0921387997057
504,Fc1ccc(-c2cccc(-c3cnc4nc(-c5cccc(-c6ccc(F)c7ccccc67)c5-n5c6ccccc6c6ccccc65)ccc4c3)c2-n2c3ccccc3c3ccccc32)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,10,Brc1cnc2nc(Br)ccc2c1,0.060899294892760816,0.001807621395832248,0.002247854314076265,0.10263643390197229,0.5219919639260605,0.0008558811964001213,2205.8944158746926
505,Fc1ccc(-c2cccc(-c3cccc4cccc(-c5cccc(-c6ccc(F)c7ccccc67)c5-n5c6ccccc6c6ccccc65)c34)c2-n2c3ccccc3c3ccccc32)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,11,Brc1cccc2cccc(Br)c12,0.2929108576949903,0.010819274575322646,0.6975350755324107,0.00010824191107051026,0.03972485225368522,0.000386112067105485,1501.1038161216345
506,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccc(F)c5ccccc45)c3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3cccc(-c4ccc(F)c5ccccc45)c3-n3c4ccccc4c4ccccc43)cc21,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,12,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,0.21615387281835582,0.09569171321674677,0.5529619309582752,0.00011288111357115836,0.0071704070275900415,0.00032016731332934137,2849.477959587322
507,Fc1c(F)c(-c2cccc(-c3ccc(F)c4ccccc34)c2-n2c3ccccc3c3ccccc32)c2nsnc2c1-c1cccc(-c2ccc(F)c3ccccc23)c1-n1c2ccccc2c2ccccc21,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,13,Fc1c(F)c(Br)c2nsnc2c1Br,0.035295378587223876,0.0006158535418000362,0.0018660936102259298,0.24178775011947556,0.27721114960624915,0.0013970058986864133,3641.9967186120307
508,C[Si](C)(c1ccc(-c2cccc(-c3ccc(F)c4ccccc34)c2-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2cccc(-c3ccc(F)c4ccccc34)c2-n2c3ccccc3c3ccccc32)cc1,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,14,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,0.072361008710487,0.0048343547625916295,0.4730710278868502,9.918660349404355e-05,0.0025865725749895842,0.0002432115910897512,2042.765269716718
509,Fc1ccc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7ccc(F)c8ccccc78)c6-n6c7ccccc7c7ccccc76)cc5nc4c3)c2-n2c3ccccc3c3ccccc32)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,15,Brc1ccc2nc3ccc(Br)cc3nc2c1,0.13907102756492878,0.0007731186176115313,0.002425019668368174,0.06055113841789281,0.1814671884744142,0.001564490648376133,2194.6299333389916
510,C[Si](C)(c1ccccc1-c1cccc(-c2ccc(F)c3ccccc23)c1-n1c2ccccc2c2ccccc21)c1ccccc1-c1cccc(-c2ccc(F)c3ccccc23)c1-n1c2ccccc2c2ccccc21,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,16,C[Si](C)(c1ccccc1Br)c1ccccc1Br,0.05992512319162778,0.004979570288222738,0.4378105240629757,9.502478631693414e-05,0.0022445326453462517,0.00023546225111007658,2622.7871610805023
511,Fc1ccc(-c2cccc(-c3ccc(-c4cccc(-c5ccc(F)c6ccccc56)c4-n4c5ccccc5c5ccccc54)nc3)c2-n2c3ccccc3c3ccccc32)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,17,Brc1ccc(Br)nc1,0.19958300166907972,0.02240791113291196,0.7805859344879658,0.00017336022529070784,0.0672119940104255,0.00037103091544829145,1803.113810964151
512,Fc1ccc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5ccc(F)c6ccccc56)c4-n4c5ccccc5c5ccccc54)cc3-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,0,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1-n1c3ccccc3c3ccccc31)OC(=O)C2,18,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,0.19641034835556115,0.0309180929434435,0.2436586707664171,0.0009119607333139267,0.7535999865327904,0.0006340321507768927,1851.9200484086161
513,Fc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(F)c6ccccc56)cc4)c4ccccc4c3)cc2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,0,Brc1cc(Br)c2ccccc2c1,0.12325449730563312,0.23132926587794286,0.01514588153321381,3.274692132207669e-05,0.0009570919858339432,0.0001571263154265782,7.983389148482024
514,Fc1ccc(-c2ccc(-c3cc(Cl)c(-c4ccc(-c5ccc(F)c6ccccc56)cc4)s3)cc2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,1,Clc1cc(Br)sc1Br,0.26215006454365125,0.8928115551105523,0.7191880514788486,0.0001603006274172299,0.03964132244073521,0.00035887774766369594,6.6627415300217105
515,Cc1nc2c(-c3ccc(-c4ccc(F)c5ccccc45)cc3)c3nsnc3c(-c3ccc(-c4ccc(F)c5ccccc45)cc3)c2nc1C,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,0.12240933038900087,0.09778921438710224,0.0015118244435695079,0.5973065210227144,0.03552893129311187,0.006102485119824128,13.252199605724659
516,Fc1ccc(-c2ccc(-c3ccccc3Oc3ccccc3-c3ccc(-c4ccc(F)c5ccccc45)cc3)cc2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,3,Brc1ccccc1Oc1ccccc1Br,0.00990430102595629,0.039091938788338096,0.08369251499578428,4.847317032961407e-05,0.000688739981852363,0.00011972987170190519,5.639379256038877
517,CC(C)(C)c1ccc2c(-c3ccc(-c4ccc(F)c5ccccc45)cc3)c3ccccc3c(-c3ccc(-c4ccc(F)c5ccccc45)cc3)c2c1,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,4,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,0.44817376692519584,0.284398345579032,0.8093224112947777,0.0001472263461335817,0.19042746148794637,0.0004218942845597783,13.141194729837192
518,Fc1cc(-c2ccc(-c3ccc(F)c4ccccc34)cc2)c(F)cc1-c1ccc(-c2ccc(F)c3ccccc23)cc1,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,5,Fc1cc(Br)c(F)cc1Br,0.25029030960713927,0.9415222084708328,0.06500546316429713,4.6302145223223277e-05,0.0013224119051140272,0.00018710441824519513,5.960074790243266
519,Fc1ccc(-c2ccc(-c3ccc4oc(-c5ccc(-c6ccc(F)c7ccccc67)cc5)cc4c3)cc2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,6,Brc1ccc2oc(Br)cc2c1,0.2868775904557366,1.075500881437662,0.13018070751508368,5.823059966480651e-05,0.0019192241605594457,0.00023732670371738905,2614.8020526900373
520,Fc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(F)c6ccccc56)cc4)o3)cc2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,7,Brc1ccc(Br)o1,0.3323065230484244,0.9641463784530095,0.6414793262655515,0.0001303702776616381,0.02247660146132753,0.0003556381488513361,6.035171228361938
521,Fc1ccc(-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc(-c6ccc(F)c7ccccc67)cc5)ccc3-4)cc2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,8,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,0.16934846397076397,1.259627809012584,0.2624107490114116,7.56889722253442e-05,0.0023313329234549477,0.0002484886591545301,8.361393044710866
522,Fc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(F)c6ccccc56)cc4)c(Cl)cc3Cl)cc2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,9,Clc1cc(Cl)c(Br)cc1Br,0.0256363895460821,0.4862904070100658,0.04354155071391974,4.1564747408860006e-05,0.0007866053289531547,0.00013236725950235677,11.40596726042476
523,Fc1ccc(-c2ccc(-c3cnc4nc(-c5ccc(-c6ccc(F)c7ccccc67)cc5)ccc4c3)cc2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,10,Brc1cnc2nc(Br)ccc2c1,0.31907357696394345,0.4248180397373276,0.8181474478544604,0.00014735910119265003,0.11391363862779326,0.0003284603126078655,6.541144672327297
524,Fc1ccc(-c2ccc(-c3cccc4cccc(-c5ccc(-c6ccc(F)c7ccccc67)cc5)c34)cc2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,11,Brc1cccc2cccc(Br)c12,0.004841148537053234,0.017069017174061188,0.5978746492234652,0.00012137544388720046,0.0009374277283763885,0.0001529310642577334,6.499798206266424
525,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccc(F)c5ccccc45)cc3)ccc2-c2ccc(-c3ccc(-c4ccc(F)c5ccccc45)cc3)cc21,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,12,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,0.03248747446731158,1.0739774688643169,0.6068534172796946,0.0001349770902593993,0.0024540933416063115,0.00024655340153016274,3.57936158168355
526,Fc1c(F)c(-c2ccc(-c3ccc(F)c4ccccc34)cc2)c2nsnc2c1-c1ccc(-c2ccc(F)c3ccccc23)cc1,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,13,Fc1c(F)c(Br)c2nsnc2c1Br,0.07715531753740976,0.12956189680871974,0.003601685085057625,0.02013927114088122,0.3454544716572751,0.0008550811772803096,5.18989839063714
527,C[Si](C)(c1ccc(-c2ccc(-c3ccc(F)c4ccccc34)cc2)cc1)c1ccc(-c2ccc(-c3ccc(F)c4ccccc34)cc2)cc1,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,14,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,0.27981863166986154,1.105198102158787,0.001498954392780055,1.953431641379354e-05,0.0007438746302976996,0.00013121922332419021,54.30687971930984
528,Fc1ccc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7ccc(F)c8ccccc78)cc6)cc5nc4c3)cc2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,15,Brc1ccc2nc3ccc(Br)cc3nc2c1,0.47782351224014113,0.1351980740588755,0.31902589169487877,0.0004842950137132891,0.8177846081852288,0.0007230758353618566,10.626678873012633
529,C[Si](C)(c1ccccc1-c1ccc(-c2ccc(F)c3ccccc23)cc1)c1ccccc1-c1ccc(-c2ccc(F)c3ccccc23)cc1,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,16,C[Si](C)(c1ccccc1Br)c1ccccc1Br,0.051047831315502654,0.24593236431483076,0.006870200901080136,2.6203969377517327e-05,0.0006476741142766353,0.00011392294234241398,380.80548407792065
530,Fc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(F)c6ccccc56)cc4)nc3)cc2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,17,Brc1ccc(Br)nc1,0.16288388277928917,0.9003305001301337,0.20642056144188617,6.874783786452693e-05,0.0018251294044071917,0.00021767821323540737,5.142822926684073
531,Fc1ccc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5ccc(F)c6ccccc56)cc4)cc3-n3c4ccccc4c4ccccc43)cc2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,1,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cc1)OC(=O)C2,18,Brc1cc(-n2c3ccccc3c3ccccc32)c(Br)cc1-n1c2ccccc2c2ccccc21,0.043784687891909466,0.03867047653344294,0.35472235940374375,8.422405452893197e-05,0.001713741488856003,0.000204391995301706,1296.0021685605188
532,Fc1ccc(-c2ccccc2-c2cc(-c3ccccc3-c3ccc(F)c4ccccc34)c3ccccc3c2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,0,Brc1cc(Br)c2ccccc2c1,0.09968779892468331,0.04055894984912673,0.07553203995834933,5.0565793659156103e-05,0.0014095528246678005,0.0001990015533965799,7.687142683275823
533,Fc1ccc(-c2ccccc2-c2cc(Cl)c(-c3ccccc3-c3ccc(F)c4ccccc34)s2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,1,Clc1cc(Br)sc1Br,0.16995880228167445,0.2223647249223705,0.2240047161084202,7.134088820124651e-05,0.0021229521943179406,0.00024201358844434982,5.855876915136636
534,Cc1nc2c(-c3ccccc3-c3ccc(F)c4ccccc34)c3nsnc3c(-c3ccccc3-c3ccc(F)c4ccccc34)c2nc1C,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,0.03127778922157227,0.002110612375907959,0.001464938801052107,0.6327269932875152,0.22003534097739288,0.0024352387962867216,12.036892669108054
535,Fc1ccc(-c2ccccc2-c2ccccc2Oc2ccccc2-c2ccccc2-c2ccc(F)c3ccccc23)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,3,Brc1ccccc1Oc1ccccc1Br,0.14106673597013136,3.9678482621485775e-06,0.002417671334560494,2.2819038497539635e-05,0.00074398076174752,0.00013030924180899872,5.216298831174821
536,CC(C)(C)c1ccc2c(-c3ccccc3-c3ccc(F)c4ccccc34)c3ccccc3c(-c3ccccc3-c3ccc(F)c4ccccc34)c2c1,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,4,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,0.3795173735821475,0.12253224090768824,0.8437404123717629,0.00018058078878744238,0.3670042511491706,0.0004532124282646121,11.982079500345549
537,Fc1cc(-c2ccccc2-c2ccc(F)c3ccccc23)c(F)cc1-c1ccccc1-c1ccc(F)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,5,Fc1cc(Br)c(F)cc1Br,0.16271801392928584,0.14519418553611016,0.022823848088010697,3.4871150884626176e-05,0.0009469993311113203,0.00015414115773597218,5.537708687593126
538,Fc1ccc(-c2ccccc2-c2ccc3oc(-c4ccccc4-c4ccc(F)c5ccccc45)cc3c2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,6,Brc1ccc2oc(Br)cc2c1,0.03724330923966296,0.038462264361402994,0.18230004384142448,6.566436776278428e-05,0.001028801491676371,0.00016565325509318318,2344.405628761169
539,Fc1ccc(-c2ccccc2-c2ccc(-c3ccccc3-c3ccc(F)c4ccccc34)o2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,7,Brc1ccc(Br)o1,0.012191238455945906,0.0035664899369736336,0.6689432982471972,0.00018031862801203924,0.0019385537526354294,0.00022818686116419967,5.328144080470607
540,Fc1ccc(-c2ccccc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4ccccc4-c4ccc(F)c5ccccc45)ccc2-3)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,8,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,0.14765763919414632,0.18699357533573135,0.024533105661690993,3.931061067432128e-05,0.0012524081972184833,0.00018688464468424548,7.640813931189822
541,Fc1ccc(-c2ccccc2-c2cc(-c3ccccc3-c3ccc(F)c4ccccc34)c(Cl)cc2Cl)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,9,Clc1cc(Cl)c(Br)cc1Br,0.06465059568806789,0.03828582364297537,0.012597169427695017,3.206132470276386e-05,0.0007586018119631391,0.00013077330835913544,10.235117815558045
542,Fc1ccc(-c2ccccc2-c2cnc3nc(-c4ccccc4-c4ccc(F)c5ccccc45)ccc3c2)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,10,Brc1cnc2nc(Br)ccc2c1,0.004322143242750213,0.0013038361507572013,0.0029048971301888545,0.09057777779936532,0.03968587877552855,0.0003629289411629675,5.916535883975264
543,Fc1ccc(-c2ccccc2-c2cccc3cccc(-c4ccccc4-c4ccc(F)c5ccccc45)c23)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,11,Brc1cccc2cccc(Br)c12,0.0694230564800482,0.02808653571683207,0.01218271577880375,2.9867583304031643e-05,0.0007639812475831321,0.00013255265516464723,6.486895036980708
544,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccccc3-c3ccc(F)c4ccccc34)ccc2-c2ccc(-c3ccccc3-c3ccc(F)c4ccccc34)cc21,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,12,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,0.0757495478595397,0.1985134104707328,0.1529484539693698,6.131845057271465e-05,0.0014647337527647806,0.00019989639753623668,3.3449894766548294
545,Fc1c(F)c(-c2ccccc2-c2ccc(F)c3ccccc23)c2nsnc2c1-c1ccccc1-c1ccc(F)c2ccccc12,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,13,Fc1c(F)c(Br)c2nsnc2c1Br,0.008736069152929514,0.0008274661465627297,0.0027267279309547746,0.08336294550087445,0.29365922680376116,0.0005205665252128505,4.670844129431034
546,C[Si](C)(c1ccc(-c2ccccc2-c2ccc(F)c3ccccc23)cc1)c1ccc(-c2ccccc2-c2ccc(F)c3ccccc23)cc1,2,OB(O)c1ccc(F)c2ccccc12,2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,14,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,0.014985598629536705,0.0063070295399561,0.09232302135531002,4.9450965671077345e-05,0.0006849300995909213,0.00011722842732554765,53.7501337659886
